,,,,인디아나 존스: 운명의 다이얼,md71bBW,0.0,예고편 보고 심장이 뛰는 30대 아저씨가 80대 해리슨 포드 뛰는 모습에 심장을 걱정하고 있음
,,,,인디아나 존스: 운명의 다이얼,md71bBW,0.0,이거...진짜 나오나?????..🤔
,,,,인디아나 존스: 운명의 다이얼,md71bBW,3.5,"고대 유물을 발견할 때마다 그렇게나 기쁜 미소를 지었던 사람이, 이제는

”이건 모험이 아니야. 그 시절은 끝났어.“

라고 말하며 지나버린 시간에 위축되어 있었다. 모험을 즐겼던, 가족을 사랑했던 그에게 남은 것은 하나도 없었고, 살아가고 있는 삶에 계속해서 남아야 할 이유 또한 잃어가고 있었다. 그래서인지 이번 작품은 ‘강력하고 날렵한’ 존스가 아니라, 나이든 그가 어떤 태도로 최후의 삶에 임하고 있는지에 초점이 맞추어져 있었다. 이 시리즈의 최고 강점 중 하나였던 ‘존스 자체의 파괴력’을 영화적 재미에서 과감하게 제외시킨 것이었다. 아쉽게도 결과는 그리 좋지 않아 보인다. 앞서 개봉한 네 편 전부에서 일관되게 느꼈던 쾌감과 박진감을 느끼지 못 해 어딘가 텅 빈 듯한 아쉬운 느낌이 들었기 때문이다.

”난 마법은 믿지 않아. 하지만 살면서 본 건 있지. 깨달은 게 있어. 중요한 건 믿고 안 믿고가 아니라 믿음의 크기라는걸.“

시리즈 중 스케일은 가장 컸지만 아이러니하게도 가장 지루했다. ‘자연스럽게’ 등장하곤 했던 인디아나 존스의 상징과도 같은 장면들이 이 영화에선 ‘억지로’ 끼워넣어진 듯한 느낌을 받았고 볼거리는 더욱 풍성해졌지만 디테일에 집착하던 스필버그와는 달리, 숲의 울창함만 중요시 여기다가 미처 나무 한 그루 한 그루의 아름다움은 담아내지 못 한 연출이 안타까웠다. 특히 바닷속으로 들어가기 전까지의 서사는 ‘모험의 일부‘가 아니라 ’절정까지 가기 위한 어쩔 수 없는 단계‘처럼 다가왔다. 모험극인 만큼 몰입이 수월해야 하고 극강의 재미를 이끌어야 한다고 생각하는데 그 점이 원활하지 못 했기에 이런 지루함이 생성되지 않았나 싶다.

”칼리의 피 억지로 마셔봤어? 난 흑마법 고문도 당해봤고 총도 아홉 번이나 맞았어.“

[이 영화의 명장면 📽️]

1. 오프닝

항상 오프닝에 가장 큰 공을 들이는 시리즈답게 오프닝만큼은 이번 작품이 가장 좋았던 것 같다. 특히 ‘백발의 존스’를 기대하고 있던 시점에서 그리워하던 과거의 모습을 보게 되니 너무나도 반가웠다. 여전히 강력한 주먹과 그 동안 존스를 추억하고 있던 수많은 관객들에게 선물을 해주고 있는 듯한 그의 늙지 않은 모습. 이 장면만으로 8~90년대 할리우드의 향수를 느낄 수 있게 해주는, 이 작품의 최고 강점이었다.

“난 못 가.”

“그럼 거기서 푹 쉬다 오게?”

2. 말 타는 존스

이제 그가 타고 있던 지프차는 황야도, 사막도 달리지 않지만 도심 곳곳을 누빌 수 있는 말이 있었다. ’아니, 말이 지하도까지 들어가?‘와 같은 색다른 볼거리를 제공해주고 한계가 있는 존스의 속도를 기발하게 보완했다고 생각한 장면. 그의 말타는 실력은 예전에 비해 전혀 녹슬지 않았고, 비록 적의 차량에 홀로 뛰어들어 주먹질 몇 방으로 그 차를 탈취해버리는 장면은 없지만, ’도심에서 말을 타고 달리는 존스’의 모습도 정말 신선하게 재미있었다. 전략적으로 발전한 적을 손쉽게 따돌리고 지하철 창문으로 그들을 약올리기라도 하는 듯 빤히 쳐다보는 그의 눈빛이 다 했다.

”지하철이 더 빨라서요.“

3. 아르키메데스

굉장히 독특한 전개였던 만큼 이해되지 않는 부분들이 많았지만 로마제국의 전쟁을 눈앞에서 보고 감탄을 금치 못 하는 존스의 태도가 인상적이었다. 자신이 한평생 연구해온 걸 직접 볼 때의 행복과 감격. 그 누구보다 고대의 흔적을 탐험하고 그것을 조사하는 과정을 즐겼던 그에게 있어 지금 이 현장은 꿈만 같았을 것이다. 심지어는 현재로 돌아가지 않고 이 곳에 있겠다고까지 말한다. 현재에 얼마나 남아 있는 것이 없더라면, 그리고 지금 있는 이 곳이 얼마나 좋았으면.

“난 이 장면을 위해 평생을 연구해왔어. 난 여기 남을래.”

우리에게 줬던 즐거움과 재미, 그리고 부모님과 함께 극장에서 봤던 추억, ‘이렇게나 영화가 재밌을 수가 있구나’를 알려준 그 때 그 시절의 인디아나 존스, 그는 분명 우리 마음 속에 영원히 남을 것이다. 그런데,

”당신은 여기 남아야 해요.”

“누구를 위해?”

라고 말하는 그의 모습에 조금은 놀랐다. 아직도, 그 곳에 남고 싶었다고 말하는 그의 마음이 가늠이 되지 않았다.

하지만,

그가 잊고 있었던 게 있었다.

그의 아픈 곳을
따뜻하게 어루만져주던,
어리광을 받아주던,
그가 돌아오기를
누구보다도 바랐던 사람

메리엘을 위해
그를 기억하는 우리들을 위해

“모험은 이제 안 해요, 박사님.”

“그래도 재미있었잖아.”

-<인디아나 존스> 중에서-"
,,,,인디아나 존스: 운명의 다이얼,md71bBW,3.0,세월의 흔적이 자아내는 뭉클함과 아쉬움.
,,,,인디아나 존스: 운명의 다이얼,md71bBW,3.0,"마음은 가까이, 몸은 멀리"
,,,,인디아나 존스: 운명의 다이얼,md71bBW,4.0,"전반적으로 놀라운 복귀이자 회향!
과거로 돌아간 기분이 드는 건 나뿐인가?
-
시작부터 시간을 되돌려 풋풋한 인디를 등장시킨 CG 기술에 놀라 입을 다물지 못하다가 향수 어린 플롯과 음악, 유머에 푹 빠졌다.
-
2023-06-28(수) 020 CGV 명동 씨네라이브러리 4관 세진과 문화의날 할잉"
,,,,인디아나 존스: 운명의 다이얼,md71bBW,3.0,"Good : 잘 가요, 인디 박사님, 대중문화 아이콘에게 정중히 예우를 다하다.
Caution : 캐슬린 케네디는 도대체 왜 맨날 감독에게 다 떠넘기는 걸까?

논란에 휩싸일 때마다 맨골드가 앞장서서 영화를 변호했다.《운명의 다이얼》을 총괄·제작한 캐슬린 케네디는 뭘 하고 있는지 모르겠다. 스타워즈 시퀄 3부작도 제작 지침 없이 감독들에게 일임해서 다 말아먹더니 이번에도 마찬가지다.

해리슨 포드와 존 윌리암스의 마지막 투혼을 이토록 방향성이 없고, 안전한 복제품을 만들려고 하는 건지 이해가 안 간다. 모든 속편은 전편의 과거를 수용하고 새로운 미래를 도약해야 한다. 이 영화는 앞으로 나아가자면서 과거의 인기와 영광에 지나치게 기대고 있다. 이런 책임자 아래에 일개 고용감독과 작가들이 뭘 할 수 있을까 그런 생각이 들었다."
,,,,인디아나 존스: 운명의 다이얼,md71bBW,4.0,"해리슨 포드(80세)
매즈 미켈슨(57세)
안토니오 반데라스(62세)
존 리스데이비스(79세)
최고의 노인학대 영화 (기대된다는뜻)

6.28 용아맥 관람
막둥이 매즈 너무 귀엽네요"
엘리멘탈,mOPVwYV,3.5,네 빛이 일렁일 때 정말 좋더라,,,,
엘리멘탈,mOPVwYV,3.5,"착하려고 화에 갇힌 겁쟁이 장녀가, 고백도 눈물도 안 참고 같이 춤출 용감한 울보를 만난다? 예외 없지 이건. '지가 뭘 안다고. 웃겨 정말.' 루트, 사랑의 공식 되겠습니다. 디쇽. 보글보글 쉬이 식지 않는 여행을 하렴. 뜨겁게 너를 축복해.",,,,
엘리멘탈,mOPVwYV,3.5,"수채화 같기도 하면서 살아 숨쉬는 동화.

가슴 따뜻한 이야기, 완성도 높은 비주얼과 의미 있는 메시지, 남녀노소를 사로잡는 유머가 존재한다. 때문에 영화의 전반적인 분위기와 성격이 굉장히 차분하면서도 아기자기하며, 어린이의 눈높이에 맞춰져 있는 듯 하지만 분명한 건 이 작품 역시 어른들을 위한 동화라는 것.",,,,
엘리멘탈,mOPVwYV,3.5,개념의 시각화와 공간적 상상력에서 창의성이 빛난다.,,,,
엘리멘탈,mOPVwYV,3.5,찐 파도타기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,
엘리멘탈,mOPVwYV,5.0,사랑은 원래 유치하다...,,,,
엘리멘탈,mOPVwYV,4.5,"#디즈니100주년

서로 다른 우리들에게, 다르다는 건 이렇게나 아름다울 수 있다고 말해주는 디즈니.

”영원한 빛은 없으니 보고 있을 때 만끽하란 거야.“

우리는 각자 태어난 곳도, 태어나면서 경험했던 것도, 잘하는 것도, 못하는 것도, 느낄 수 있는 감정까지, 전부 다르다. 그런데 우리는 어렸을 때부터 ‘다른 무언가’를 가지고 있는 사람들을 보며 ’틀리다‘는 생각을 하곤 했고 그 과정에서 편협한 시각이 생기게 되었다. 앰버도 마찬가지였다. 다른 종족과의 사랑은 불가능하다고 여겼고, 그 종족이 자신을 해칠 수도 있다는 생각을 하고 살았다. 그러나 그랬던 그녀는, 사랑하는 누군가로 인해 서서히 변화하며 잡기 두려웠던 손을 마침내 잡아버리고 깍지까지 끼는 건 물론, 다른 종족에게 눈물을 흘리며 사랑한다고까지 말한다. 이렇게 우리는 서로 다르고, 합쳐질 수 없을 것 같지만 알고 보면 손도 잡을 수 있고, 안을 수도 있으며, 사랑한다고 말할 수 있다.

”내가 그랬지? 넌 특별하다고.“

앰버는 꿈이 없었다. 하고 싶은 것 없이 그저 살아가고만 있었다. 자신이 하고 있는 일이 ’하고 싶었던 일‘이라고 착각까지 하면서. 어떠한 꿈 없이 지내는 하루는 공허했다. 그 공허함을, 웨이드가 채워준다. 하고 싶은 걸 찾게 해주었고, 결여되어있던 자신감과 자존감을 드높여준다. 자신의 능력이 카운터 일밖에 없다고 한 말을 듣고 ’겸손‘이라 칭해주고, 꺼진 불씨처럼 힘없던 그녀에겐 ’아름답다‘고 말해준다. 디즈니의 사랑은 이런 식이었다. 힘들 때 힘이 되어주고, 의심될 땐 확신을 심어주고, 꿈이 없을 땐 꿈이 생기게 해주는. 마치 웨이드가 현실에서 방황하고 있는 수많은 현대인들을 어루만져주는 것만 같았다.

”최선을 다하고 있잖아. 그 모습이 훨씬 더 아름다워.“

앰버는 착각하고 있었다. 아버지의 꿈은 그 가게가 아니라, 그 가게를 운영하며 활짝 웃고 있을 앰버였다. 설령 그 가게가 그의 꿈이었다고 해도, 하고 싶은 걸 하지 못 하며 평생을 시무룩해 있을 딸의 모습을 보고 결코 행복하지 않았을 것이다. 디즈니가 이렇게까지 많은 소재를 들고 온 적은 없었던 거 같은데, ’사랑‘, ’종족‘, ’꿈‘, ’가족‘까지. 그만 울고 싶은데 계속 내 마음을 쿡쿡 찔러대니까 눈물을 멈출 수가 없었다. 중반부터는 눈물이 패시브였을 정도.

”내가 뭘 하고 싶은지 생각해본 적 없어. 그게 아무 의미없다는 걸 알고 있었던 것 같아.“

[이 영화의 명장면 📽️]

1. 칼의 데이트

고개를 떨구고 있는 앨리에게 위로가 되어준 건, 바로 ‘함께 모험을 갈 수 있다는 희망’이었다. 하지만 저금통은 계속해서 박살나고 시간은 겉잡을 수 없이 흘러갔다. 둘은 분명 모험을 떠나기로 했지만, 앨리는 그 약속을 지키지 못 했다. 그렇게 한참이 지나도, 아직까지 그 약속을 잊지 않고 매순간 지키려고 노력하는 칼의 모습이 너무나도 감동적이었다. 늙은 채로 가만히 서있는 것보다, 또 다른 모험을 떠나기라도 하는 듯 잔뜩 신이 나있는 칼의 모습이 무척이나 반가웠을 앨리였다.

“속상해하지 마, 앨리. 우리 둘에게 새로운 모험이 될 거야. 약속할게. 나한텐 언제나 당신뿐이야.“

2. 다르다는 아름다움 (비비스테리아)

꼭 보고 싶었던 , 자신만 보지 못 했던 꽃. 자신이 하고 싶은 일을 ‘하고 싶다’고 쉽게 말하지 못 하는 앰버에게 웨이드가 이 꽃을 보여준다. 정말 아름다웠다. 비비스테리아가 아니라, 성질이 다른 두 손을 부여잡고 행복을 느끼고 있는 둘의 사랑이 너무나도 아름다웠다. 서로 달라서 잡지 못 한다는 걸 알아도, 그럼에도 잡아보고 싶은, 둘이라면 다른 종족끼리의 사랑도 가능하다는 걸 증명할 거라  믿어 의심치 않았다.

”이건 남이 정한 거잖아, 왜 남이 정한 대로 살아야 해.“

3. 같이 있는 공간

겁이 나서 하지 못 했던 말. 하고 싶었지만 왠지 해서는 안 될 것 같았던 말. 그 말을 언제나 진심이고 자신에게 없는 것을 가르쳐준 웨이드 앞에서 처음으로 해본다. 그녀는 웨이드의 ‘마음의 소리를 듣는 능력’을 동경하고 있었다. 그녀와 정반대에 있던 그에게 끌리는 것은 이상한 게 아니었다. 그 능력은 너무나도 아름답고 훌륭한 능력이었으며, 웨이드는 지금 열 때문에 뜨거워지고 있음에도 앰버 안의 빛을 칭찬할 정도로 따뜻한 물이었으니까.

“네 빛이 일렁일 때 정말 좋더라.”

이 영화는
꾸지 못 했던 꿈을 꿀 수 있는 기회를 주고
무엇이 진정 가족을 위한 길인지 알려주며
서로 다른 우리지만 손을 잡고 사랑할 수 있다고 말해주고 있다

우리는 너무나도 다른 듯 했지만
그뿐이었다

꿈을 꾸고
가족이 있으며
사랑하는 걸 좋아한다

불 같았던 그녀와
그랬던 그녀를 조금은 식게 해주던 그처럼

“우리가 만나면 안 되는 이유는 백 가지가 넘어. 그런데 우리가 만날 수 이유가 한 가지 정도는 있는 것 같아.”",,,,
엘리멘탈,mOPVwYV,3.5,"닉과 주디 이후 가장 러블리한 커플의 이야기.
디쇽! 영원한 빛은 없으니 빛날 때 만끽하자.
영화가 끝나고 나면 이렇게 항상 마음 한쪽에
작은 불꽃 하나를 틔워주는 픽사가 너무 좋다.",,,,
,,,,인디아나 존스: 운명의 다이얼,md71bBW,0.0,예고편 보고 심장이 뛰는 30대 아저씨가 80대 해리슨 포드 뛰는 모습에 심장을 걱정하고 있음
,,,,인디아나 존스: 운명의 다이얼,md71bBW,0.0,이거...진짜 나오나?????..🤔
